review_id,review,rating,date,bank,source
8bf4df47-c266-4152-9790-4217143b3a91,"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,Commercial Bank of Ethiopia,Google Play
62a13195-2c9d-4606-8f83-2866774e122c,better service,5,2025-05-31,Commercial Bank of Ethiopia,Google Play
66bc4eed-2004-41ea-89cd-5bed26921bc1,"it,s good app and time manager 👍",5,2025-05-30,Commercial Bank of Ethiopia,Google Play
17190f44-a419-45dc-be9d-68b80c5360a2,malkaamuu Jiidhaa Namoo,5,2025-05-30,Commercial Bank of Ethiopia,Google Play
34cf56c4-74b9-4bec-b474-0d533f8aff49,lower system everything,3,2025-05-30,Commercial Bank of Ethiopia,Google Play
43135ccc-5195-43a0-b7a1-c446368d8046,Nice!,5,2025-05-30,Commercial Bank of Ethiopia,Google Play
b99da78e-335f-40cb-bae6-26b71fa7c68c,Keep it up My CBE,5,2025-05-29,Commercial Bank of Ethiopia,Google Play
aa3d99be-ecdc-4651-ad1e-347f0f8cd3e2,yes good,5,2025-05-28,Commercial Bank of Ethiopia,Google Play
ea23b98c-f4c7-4fdc-b64f-d8097e5efd1a,"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,Commercial Bank of Ethiopia,Google Play
22c85c1d-46f6-4288-aab9-b615c040e6bb,i like everything of this app,5,2025-05-27,Commercial Bank of Ethiopia,Google Play
058173b0-3379-42c8-9ff7-cea64a66895c,good,5,2025-05-27,Commercial Bank of Ethiopia,Google Play
b3310092-87a7-4996-b673-366957705b66,🤬🤬🤬🤬 network 🛜,1,2025-05-26,Commercial Bank of Ethiopia,Google Play
a5a0372d-1dac-4a2d-a84e-f2c4d2bdbe2b,Best,5,2025-05-26,Commercial Bank of Ethiopia,Google Play
fe899c01-b28c-4e6a-b221-a14759e3a97e,CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,Commercial Bank of Ethiopia,Google Play
03964dd0-bf0a-4d13-a6b0-c1437d02d94f,nice,5,2025-05-26,Commercial Bank of Ethiopia,Google Play
55381137-2212-4d86-9e3b-37b0910b9107,good job,5,2025-05-26,Commercial Bank of Ethiopia,Google Play
ab728a43-6a39-41aa-a872-3e2a6154dc5a,Good,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
a9dd0b63-ccf5-4a8e-a0cf-5aae4cc0ef3b,it's awesome!!,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
311eda41-1f0d-412f-a35c-09eae912fcdb,best,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
fe6bf4b0-6bbd-4d88-b5b2-fa31f19ac63f,thankyou every one,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
d5a14f98-2d64-4666-aab0-424dd1fc7e21,best app,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
e24202d3-c8fd-46f3-9919-a6946c6ac403,Ronaldo 🇵🇹 🥇,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
52aa3e01-9c6a-499d-aa48-b85b82d34781,"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,Commercial Bank of Ethiopia,Google Play
9e6b8e08-8acf-4e1f-a179-a5a703ff2ebc,"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,Commercial Bank of Ethiopia,Google Play
d4c4a244-7c41-4d44-9541-a9fefc6190c3,mortuary app,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
8bc7721c-3d11-4a15-a787-fdb0c266a9f4,it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,Commercial Bank of Ethiopia,Google Play
d3266f1c-8cb9-4766-a90e-47c2532a2b42,amazing app I am used this app for one year,4,2025-05-24,Commercial Bank of Ethiopia,Google Play
1426b3c3-e096-4535-9ec8-f9972af0ac54,👍,5,2025-05-24,Commercial Bank of Ethiopia,Google Play
505a4969-b975-4810-a641-b501ba9dc078,good app,5,2025-05-24,Commercial Bank of Ethiopia,Google Play
5864d26a-c52e-4755-86e5-3bfbf9f1d814,i love it 😍😘,5,2025-05-24,Commercial Bank of Ethiopia,Google Play
f49a91cf-b302-4977-a99d-c545b7213dad,It makes life easy!👌,5,2025-05-24,Commercial Bank of Ethiopia,Google Play
893a61e9-9eeb-4972-9a46-1eb810d54520,its not fast,1,2025-05-24,Commercial Bank of Ethiopia,Google Play
9178649b-de1e-4cda-b5c0-b818fcfb560a,wow,4,2025-05-24,Commercial Bank of Ethiopia,Google Play
85e5a705-1f69-439d-be61-5b0cd73237e2,it is sooo good,5,2025-05-24,Commercial Bank of Ethiopia,Google Play
46c30714-0201-4098-a5a5-b4c94924181d,excellent,5,2025-05-24,Commercial Bank of Ethiopia,Google Play
fd822304-f04e-4be9-a1e0-c6ab0dd5d485,ok,1,2025-05-24,Commercial Bank of Ethiopia,Google Play
7663c1c2-6a74-4566-9e5d-c4451449d9d0,Fantastic,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
dad4e463-c5b1-47bc-a193-84741470825e,accessible to using,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
382b6807-a1f4-48e7-98fe-d22eeb1edd4d,I like it,4,2025-05-23,Commercial Bank of Ethiopia,Google Play
5cf0ff9b-047d-4575-9351-eb77dee85e05,good,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
a68dfd3a-aaa3-48bc-84b8-842311de1b8c,why you change default network?,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
2938c3f2-fa9c-4847-98e1-b0bfc57cb614,very nice 👍,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
bbe86a27-add8-491a-9414-cb69534c384a,good,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
c2af9859-2af3-409d-8df2-57b98b6d29e1,nice fast app,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
cb138ee0-5b31-4f4d-a98e-cc5429cdd12a,good,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
3e538d9f-cec3-4f37-ad3d-547d33729ea5,best,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
3589e146-296a-4c7c-9c8d-8f1593190cbe,how to I get my money,5,2025-05-23,Commercial Bank of Ethiopia,Google Play
7dc48c33-245c-4920-9cf7-4b3d40d00064,"Very bad, can't even load they need to improve their services.",1,2025-05-22,Commercial Bank of Ethiopia,Google Play
e207b071-24a5-447f-b6b3-0eb287986a88,"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,Commercial Bank of Ethiopia,Google Play
d3187592-0b15-407a-a9a0-bffbd13bc2fd,very busy I don't know why... I prefer 889,3,2025-05-22,Commercial Bank of Ethiopia,Google Play
5c907c9f-8bd3-4703-9505-744e632c595c,"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,Commercial Bank of Ethiopia,Google Play
f5386dd0-124d-4a3e-964e-75f475130af9,the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,Commercial Bank of Ethiopia,Google Play
cecd67ca-fc27-4414-8704-0f705520fa98,hojii bonsaadha,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
beef426f-6270-49b7-9f5a-ae9bc8cc3690,ok,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
937d6610-96cf-46b9-b9c2-34b6e475dd33,ok,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
310cffb5-629d-4f32-b55c-aff448ddad2d,user-friendly apps.because this app is easy.,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
02df386f-21b3-47c3-921f-4bf17ce136f8,Awosome!!!,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
b9c8ce60-4060-438b-a0e8-c8faf314b7a4,"Very good app,",5,2025-05-22,Commercial Bank of Ethiopia,Google Play
34d6492b-f6e7-42ed-851a-348ab215c36a,sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
51d29cb1-86f9-45cb-8c16-04c431d7d213,ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
23ee51ec-56a4-4b30-987a-2c854badda8d,I hate this app 😒,1,2025-05-22,Commercial Bank of Ethiopia,Google Play
2e950543-b00d-445e-9d57-57f26f6f8c8c,trustful,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
4e46ad7e-37a8-4538-8add-83c140705840,I like,5,2025-05-22,Commercial Bank of Ethiopia,Google Play
0073bcff-2f19-431b-ac20-770d2c08e9a4,update issue,4,2025-05-22,Commercial Bank of Ethiopia,Google Play
392ef1b2-7904-4874-99c5-45d7d98344ac,its not working over safari network,1,2025-05-22,Commercial Bank of Ethiopia,Google Play
f52e56b1-7c66-4e8f-942d-06f23ea3ecae,oldie,1,2025-05-22,Commercial Bank of Ethiopia,Google Play
832328c2-cdd0-465b-b6eb-e519f7ffa59d,it doesn't work,1,2025-05-21,Commercial Bank of Ethiopia,Google Play
c87d1b60-a04d-4750-ac31-d46a08adf46b,best,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
39f74545-07ff-415e-a401-2266fe41e7df,"This app is good, and we are using it well",1,2025-05-21,Commercial Bank of Ethiopia,Google Play
4ba8ffe0-42c2-409c-a00b-8c784ed2b1e9,ok,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
a526cc1a-0040-4cb5-87cb-30b59f51a06e,best app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
7eab74f1-3686-4b99-8a23-28fd9d27f6a4,best,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
05e70242-c8ac-4cee-8b41-22da134c5837,very nice 👌 app for android phone,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
5a727b0d-4427-4abe-8e9f-9e36369c849c,good app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
4040342a-f343-4818-8d39-d9ae5c12d4bc,Yes Yes,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
f9d83d70-1916-498f-91e9-acaa7a5d75f1,በጣም ከርፋፋ,1,2025-05-21,Commercial Bank of Ethiopia,Google Play
ca0ab815-f3f0-4620-9660-bfb79f818314,easy to use helpful in my life,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
0a051c60-7488-4b4c-9a53-672827aaef6f,good 👍,4,2025-05-21,Commercial Bank of Ethiopia,Google Play
da58ef58-30bf-41a7-b705-66e5ae261011,the best mobile banking app,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
30cfce0b-7504-425f-89a9-8091ffa24920,"this app is very useful app,it saves time,and it is secure",4,2025-05-21,Commercial Bank of Ethiopia,Google Play
040716c7-d5a4-40e4-8132-3e8b20574592,ok,2,2025-05-21,Commercial Bank of Ethiopia,Google Play
c0595f27-7901-4d8b-8363-ea3601854094,it's a good application 👍,5,2025-05-21,Commercial Bank of Ethiopia,Google Play
26fd7f14-c17f-4081-8910-45f2008ca145,the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,Commercial Bank of Ethiopia,Google Play
b22fe51f-e673-41ae-a625-2f8f1cce76ee,poor service,1,2025-05-21,Commercial Bank of Ethiopia,Google Play
724eed5b-dd3a-47c2-865c-b6b63437c650,amazing,5,2025-05-20,Commercial Bank of Ethiopia,Google Play
9eff9bee-1e05-4f68-ae9a-2de67b8564bc,it is reliable and easy to use.,5,2025-05-20,Commercial Bank of Ethiopia,Google Play
cdad77fa-fadb-494d-970c-d816e2f6a83d,the most annoying mobile banking app I've ever seen,1,2025-05-20,Commercial Bank of Ethiopia,Google Play
0869bd94-48d8-4a25-8aa3-d2dd8522ac1d,Cbe mobile banking,5,2025-05-20,Commercial Bank of Ethiopia,Google Play
5be1f935-aaad-4981-8f31-02d880bb987f,"i can't make Screenshout in this app, please made modification",5,2025-05-20,Commercial Bank of Ethiopia,Google Play
ba4b588c-3388-4ee1-8cca-4eae702a81e5,Best app I loved it,5,2025-05-19,Commercial Bank of Ethiopia,Google Play
c32663ff-736c-49fc-9f18-b413f4aa4826,nice app,5,2025-05-19,Commercial Bank of Ethiopia,Google Play
4d714161-e4d6-4686-80ac-e71c6ffe4308,wow,5,2025-05-18,Commercial Bank of Ethiopia,Google Play
7b6c801d-4f97-44bd-b59f-252cde7c0515,Amazing applicatiom sometimes doesnt work!,5,2025-05-18,Commercial Bank of Ethiopia,Google Play
2fe903d9-41fe-4ec3-9a2d-fd0acfe57725,well satisfied with this beautiful app,5,2025-05-18,Commercial Bank of Ethiopia,Google Play
9639b30c-353a-4364-9dba-b3360f1734af,very good,4,2025-05-17,Commercial Bank of Ethiopia,Google Play
e2fcbf5a-a6c3-4d48-9a81-cc2fb4c0eb0b,best app.,5,2025-05-17,Commercial Bank of Ethiopia,Google Play
e57abb98-0508-4d0c-a321-e780b490a278,good,5,2025-05-17,Commercial Bank of Ethiopia,Google Play
7e493c4b-0d15-4444-9d9c-144b59c3fe49,"not working,why???",5,2025-05-17,Commercial Bank of Ethiopia,Google Play
67398692-d12e-4229-9f88-67f25f1a7336,Great impact but why Developer option turnoff if you fix 🙏 🙏 🙏,5,2025-05-17,Commercial Bank of Ethiopia,Google Play
d7dc9c26-6954-4247-b04e-d870e1df24e3,excellent,5,2025-05-17,Commercial Bank of Ethiopia,Google Play
539ea673-656c-44ce-b226-f61677fd6e31,always disappointing ! especially the iOS one !! some similar local applications are extremely superior to this application!! Really disappointing!,1,2025-05-17,Commercial Bank of Ethiopia,Google Play
23ffabb6-3005-403f-a16b-10e24aab5f7e,woxe harimo ribiso,5,2025-05-17,Commercial Bank of Ethiopia,Google Play
b736be05-f904-41bc-8fa2-af026795b650,good,5,2025-05-16,Commercial Bank of Ethiopia,Google Play
d4b852bb-683b-41ea-85ba-6ed38bed539c,"Good ,easy to use",5,2025-05-16,Commercial Bank of Ethiopia,Google Play
d5f1430c-e8ce-4786-8cc2-f3af6b4f9015,Good app,5,2025-05-15,Commercial Bank of Ethiopia,Google Play
9954b052-2fbe-4d52-8a5e-7f92f70b3dd5,Good job👍,5,2025-05-14,Commercial Bank of Ethiopia,Google Play
7083e86f-0ee6-42c4-b177-c0b04bce1fa1,good,5,2025-05-14,Commercial Bank of Ethiopia,Google Play
6f106ca0-c98c-4282-a880-eafdb3834cf6,nice,5,2025-05-14,Commercial Bank of Ethiopia,Google Play
7fbce453-198b-401e-ab72-5f778309cd92,"Please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,Commercial Bank of Ethiopia,Google Play
336d7230-c7c0-4aa9-9d43-17ddfbffbca1,I have using the CBE mobile banking app. and overall i appreciate its Feuteres However i.ve Notticed that when i turn on the Developer options on my divice the App.Stop Functioning prorerly It.Would Be Great If You could look into This issue as l often need to access Developer setting for Otter Application ThankYou For Your attention to This Matter,4,2025-05-13,Commercial Bank of Ethiopia,Google Play
91f3ee87-fb66-4106-809a-fee5c30761cb,customer service is bad nothing is good about this bank,1,2025-05-13,Commercial Bank of Ethiopia,Google Play
150068b3-36ed-489b-8ad7-b8121c0d8662,It is Amazing Mobile Banking App....But why the screenshot of the receipt doesnt work,5,2025-05-13,Commercial Bank of Ethiopia,Google Play
0ee61e87-0b46-405b-9ac6-219eea2399a0,fast and simple easy to use 👌,5,2025-05-12,Commercial Bank of Ethiopia,Google Play
a878dd26-bc46-4da6-8a6e-99794c921510,The fastest transferring app I ever had its so reliable,5,2025-05-11,Commercial Bank of Ethiopia,Google Play
1c69ba75-de9a-4dd4-9e84-e19d985c0d4d,"Funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,Commercial Bank of Ethiopia,Google Play
955c6dc7-0841-4c20-8796-35504174788b,it's easy and fast,5,2025-05-10,Commercial Bank of Ethiopia,Google Play
552dc072-e6aa-4360-a85c-161ffa4d575e,This app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,Commercial Bank of Ethiopia,Google Play
719d06b2-b929-4dfa-98e8-8e24cff1bc13,hello dearest CBE office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,Commercial Bank of Ethiopia,Google Play
bd9d8254-264a-428c-8d48-2449e2260108,wow best application ever,5,2025-05-09,Commercial Bank of Ethiopia,Google Play
8506f1a9-94cd-4932-a493-89914ab1dbe5,good,5,2025-05-09,Commercial Bank of Ethiopia,Google Play
f569e45d-b7d5-4c40-bc43-18ac0e13965a,"Am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,Commercial Bank of Ethiopia,Google Play
0330774f-f331-4b09-a8df-080e2970440d,Best,4,2025-05-08,Commercial Bank of Ethiopia,Google Play
7327f7dd-510f-4054-9541-8157e0ae9b18,the pride of Ethiopian bank 🏦,5,2025-05-08,Commercial Bank of Ethiopia,Google Play
a41ead51-812c-49bc-bd00-d7fc843231f5,why the app telling me to turn of developer options please fix it.,1,2025-05-07,Commercial Bank of Ethiopia,Google Play
0f07644d-eb30-428e-af2f-41aa984c6abd,good,5,2025-05-07,Commercial Bank of Ethiopia,Google Play
df28585f-becc-4398-8a86-6adcf887ea1d,ok,5,2025-05-07,Commercial Bank of Ethiopia,Google Play
50a257eb-6cc7-4d7a-ae9b-be97bc94ff99,i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,Commercial Bank of Ethiopia,Google Play
571e3f44-a2bb-42f2-854c-c2ae87427d28,ok,5,2025-05-07,Commercial Bank of Ethiopia,Google Play
847cdb9b-6873-4269-a45b-5ec548a715d2,good,3,2025-05-06,Commercial Bank of Ethiopia,Google Play
799ae549-516c-4619-8781-dde22fd66e77,amazing apps,5,2025-05-06,Commercial Bank of Ethiopia,Google Play
684fd27d-fb21-4f26-a3a2-2df5c05d35b8,All service of Mobile Banking,5,2025-05-06,Commercial Bank of Ethiopia,Google Play
5c9fa1c5-003b-4df4-b07e-80f0c26d73fd,needs improvement,1,2025-05-06,Commercial Bank of Ethiopia,Google Play
6e27f7ac-d2f5-456f-b269-1082a276c3d7,i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,Commercial Bank of Ethiopia,Google Play
02a8488a-1993-4582-a072-3364f04647f6,the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the Dashen Super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. I am considering leaving CBE for good.,2,2025-05-06,Commercial Bank of Ethiopia,Google Play
2aac8e73-fe95-4be3-a195-bdaa3a856d23,good,5,2025-05-06,Commercial Bank of Ethiopia,Google Play
4bd0f0c6-843e-4e4c-ad02-d735c1578c9e,good but these week not oky,4,2025-05-06,Commercial Bank of Ethiopia,Google Play
c1bb53ca-ef9c-427f-a7a9-d4bb1ec232b9,well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,Commercial Bank of Ethiopia,Google Play
f77f80b8-0e4c-44ab-a5fa-1ae6ec3898a6,Good app,5,2025-05-06,Commercial Bank of Ethiopia,Google Play
bde45d03-32a2-40cd-aaf9-4b8e0df51a5e,If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,Commercial Bank of Ethiopia,Google Play
951e60b0-c44a-447f-ac25-7e2be26ff3de,"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,Commercial Bank of Ethiopia,Google Play
e8c16e1b-4452-4b87-bc72-398427914c25,CBE mobilr bankg,5,2025-05-05,Commercial Bank of Ethiopia,Google Play
8d159742-a712-48a4-af05-6266475e9939,wow,1,2025-05-05,Commercial Bank of Ethiopia,Google Play
a30e7cfb-5da8-4b13-a7bc-ee188af3b214,verygood,3,2025-05-05,Commercial Bank of Ethiopia,Google Play
7bb32387-a3f7-45a1-9238-646fa26fb4ce,ممتاز جدا,5,2025-05-04,Commercial Bank of Ethiopia,Google Play
a5013e04-9ee0-4cf7-8b1e-b357a0743a84,it's very low quality application,1,2025-05-04,Commercial Bank of Ethiopia,Google Play
44df75ec-64ad-4129-a70f-3b5512f595a9,Very Amazing Apps,5,2025-05-04,Commercial Bank of Ethiopia,Google Play
fb3a4e37-bf12-44d3-842f-06994277596e,አዛ,1,2025-05-04,Commercial Bank of Ethiopia,Google Play
ed713db5-3620-4a87-bb2e-f242e03a9336,wow simple life,5,2025-05-04,Commercial Bank of Ethiopia,Google Play
9014dd74-e587-47b5-80fe-48864bb8a8eb,it's nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play
0c2ecaea-7fc2-461b-9dcb-5c2d938dab18,Why stacked sometimes,5,2025-05-03,Commercial Bank of Ethiopia,Google Play
c6c0fcfc-7792-4045-9ed9-8d348ed26c27,good app,5,2025-05-03,Commercial Bank of Ethiopia,Google Play
f04f6bc3-a261-4104-a364-7a4da0be186e,nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play
783ea957-ec2a-4eaf-a1d8-398a95b1fb1d,okay 👍 but sometimes busy,1,2025-05-03,Commercial Bank of Ethiopia,Google Play
beae4fab-d673-4120-ba42-ea1bf94a737f,the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,Commercial Bank of Ethiopia,Google Play
3bd19bd8-b148-4476-ab68-16eff8d9f543,nice,5,2025-05-03,Commercial Bank of Ethiopia,Google Play
1559b547-36e5-4b58-8507-b44cc1801331,Very good app. but disappointed by general cessation of system.,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
9d22588d-8c66-4000-a98d-882081df9acc,excellent,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
dec03b11-6fb0-4d3a-bb0e-83155b9a337c,good,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
f2504faa-4847-4538-8228-8659242f7bb0,good,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
9a11d82f-54b8-43ea-856c-1283ccb62f20,Good and fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
11839185-554f-4c79-bebf-f9a00082204f,Unreliable!,1,2025-05-02,Commercial Bank of Ethiopia,Google Play
77d6154d-7008-47ba-8d70-2493451352a3,Best the best fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
aff6c400-ba48-4ba3-b33e-65433f6d1e0d,good app,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
f2a27cd9-8e14-4e09-a43a-ed43f270714e,happy,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
